Species,Light_ISF,Light_Cat,Soil_Conspecific,AMF,Phenolics,Lignin,NSC,Event,Harvest,Alive
Prunus serotina,0.061,Low,Heterospecific,34.46,0.7,7.99,11.69,1,NA,NA
Prunus serotina,0.061,Low,Heterospecific,25.93,0.6,6.97,11.03,1,NA,NA
Prunus serotina,0.061,Low,Heterospecific,37.23,0.67,6.94,11.23,1,NA,NA
Prunus serotina,0.061,Low,Heterospecific,25.93,0.6,6.97,11.03,1,NA,NA
Prunus serotina,0.061,Low,Conspecific,33.45,0.41,5.28,7.01,1,NA,NA
Prunus serotina,0.063,Low,Conspecific,32.18,0.39,5.18,6.74,1,NA,NA
Prunus serotina,0.063,Low,Conspecific,32.18,0.39,5.18,6.74,1,NA,NA
Acer saccharum,0.063,Low,Heterospecific,14.46,-0.01,13.55,12.46,1,NA,NA
Prunus serotina,0.066,Low,Heterospecific,35.54,0.53,5.37,7.05,1,NA,NA
Prunus serotina,0.066,Low,Heterospecific,38.77,0.7,6.94,11.21,1,NA,NA
Quercus rubra,0.047,Low,Sterilized,10.34,2.48,26.38,11.04,1,NA,NA
Prunus serotina,0.066,Low,Heterospecific,35.54,0.53,5.37,7.05,1,NA,NA
Acer saccharum,0.065,Low,Heterospecific,12.51,-0.02,11.17,11.21,1,NA,NA
Quercus rubra,0.063,Low,Conspecific,18.62,2.42,26.84,9.78,1,NA,NA
Acer saccharum,0.077,Med,Heterospecific,15.11,0.09,10.94,11.15,1,NA,NA
Acer saccharum,0.077,Med,Heterospecific,15.11,0.09,10.94,11.15,1,NA,NA
Acer saccharum,0.077,Med,Heterospecific,14,-0.21,11.05,11.32,1,NA,NA
Quercus alba,0.047,Low,Heterospecific,17.52,3.66,19.05,20.3,0,NA,X
Prunus serotina,0.065,Low,Heterospecific,23.06,0.29,5.13,6.77,1,NA,NA
Acer saccharum,0.065,Low,Heterospecific,12.82,-0.22,10.84,11.34,1,NA,NA
Acer saccharum,0.077,Med,Heterospecific,14,-0.21,11.05,11.32,1,NA,NA
Quercus rubra,0.063,Low,Heterospecific,19.59,2.49,25.67,11.08,0,NA,X
Acer saccharum,0.077,Med,Heterospecific,14,-0.21,11.05,11.32,1,NA,NA
Acer saccharum,0.077,Med,Heterospecific,14,-0.21,11.05,11.32,1,NA,NA
Prunus serotina,0.065,Low,Heterospecific,23.06,0.29,5.13,6.77,1,NA,NA
Quercus alba,0.035,Low,Sterilized,8.76,2.32,18.87,18.64,1,NA,NA
Acer saccharum,0.073,Low,Heterospecific,15.06,-0.04,13.53,12.37,1,NA,NA
Prunus serotina,0.071,Low,Sterilized,11.82,0.27,5.42,8.52,1,NA,NA
Acer saccharum,0.073,Low,Heterospecific,15.06,-0.04,13.53,12.37,1,NA,NA
Acer saccharum,0.074,Low,Heterospecific,14.68,-0.03,13.67,12.32,1,NA,NA
Quercus alba,0.035,Low,Heterospecific,20.31,4.63,18.56,21.85,1,NA,NA
Acer saccharum,0.073,Low,Heterospecific,12.63,-0.04,10.98,11.22,1,NA,NA
Quercus alba,0.047,Low,Heterospecific,27.63,4.34,20.07,19.51,0,NA,X
Prunus serotina,0.074,Low,Heterospecific,21.81,0.31,5.07,6.89,1,NA,NA
Prunus serotina,0.074,Low,Heterospecific,21.81,0.31,5.07,6.89,1,NA,NA
Acer saccharum,0.073,Low,Heterospecific,15.06,-0.04,13.53,12.37,1,NA,NA
Prunus serotina,0.051,Low,Heterospecific,35.09,0.51,5.08,7.09,1,NA,NA
Quercus rubra,0.035,Low,Heterospecific,20.7,3.84,20.96,18.08,0,NA,X
Prunus serotina,0.051,Low,Conspecific,28.58,0.25,5.08,5.92,1,NA,NA
Quercus alba,0.032,Low,Conspecific,20.99,4.47,20.36,19.01,0,NA,X
Prunus serotina,0.051,Low,Heterospecific,35.09,0.51,5.08,7.09,1,NA,NA
Prunus serotina,0.075,Low,Heterospecific,20.04,0.62,5.12,8.19,1,NA,NA
Prunus serotina,0.072,Low,Heterospecific,32.85,0.69,7.94,11.64,1,NA,NA
Prunus serotina,0.072,Low,Heterospecific,33.07,0.54,4.96,6.87,1,NA,NA
Prunus serotina,0.072,Low,Heterospecific,20.77,0.62,5.08,8.14,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,21.36,0.68,6.47,10.46,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Prunus serotina,0.072,Low,Heterospecific,20.77,0.62,5.08,8.14,1,NA,NA
Prunus serotina,0.072,Low,Heterospecific,56.63,0.56,5.41,6.99,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,53.7,0.57,5.28,6.36,1,NA,NA
Prunus serotina,0.072,Low,Conspecific,36.12,0.42,5.29,7.32,1,NA,NA
Quercus rubra,0.032,Low,Heterospecific,12.68,3.58,23.42,16.56,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,28.15,0.65,5.42,8.13,1,NA,NA
Acer saccharum,0.055,Low,Heterospecific,21.43,-0.56,9.92,10.04,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,45.58,0.58,5,7.17,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,24.37,0.58,4.72,7.13,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,51.15,0.68,5.67,9.44,1,NA,NA
Quercus rubra,0.032,Low,Heterospecific,12.68,3.58,23.42,16.56,0,NA,X
Prunus serotina,0.068,Low,Conspecific,35.28,0.38,5.25,6.94,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,28.15,0.65,5.42,8.13,1,NA,NA
Prunus serotina,0.068,Low,Heterospecific,32.23,0.7,8.19,11.65,1,NA,NA
Prunus serotina,0.068,Low,Heterospecific,35.1,0.52,5.43,7.49,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,24.37,0.58,4.72,7.13,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,51.15,0.68,5.67,9.44,1,NA,NA
Acer saccharum,0.05,Low,Heterospecific,25.31,-0.84,9.36,9.68,1,NA,NA
Prunus serotina,0.055,Low,Conspecific,40.23,0.44,5.16,6.35,1,NA,NA
Acer saccharum,0.055,Low,Heterospecific,21.43,-0.56,9.92,10.04,1,NA,NA
Prunus serotina,0.05,Low,Heterospecific,49.68,0.44,5.69,8.8,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,45.58,0.58,5,7.17,1,NA,NA
Prunus serotina,0.05,Low,Conspecific,27.59,0.15,5.17,6.25,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,51.15,0.68,5.67,9.44,1,NA,NA
Prunus serotina,0.055,Low,Conspecific,40.23,0.44,5.16,6.35,1,NA,NA
Prunus serotina,0.055,Low,Heterospecific,45.58,0.58,5,7.17,1,NA,NA
Prunus serotina,0.063,Low,Heterospecific,33.5,0.53,5.35,6.7,1,NA,NA
Quercus rubra,0.06,Low,Conspecific,16.59,2.37,25.82,11.39,1,NA,NA
Prunus serotina,0.063,Low,Heterospecific,33.5,0.53,5.35,6.7,1,NA,NA
Quercus rubra,0.032,Low,Heterospecific,20.14,3.81,20.61,18.58,0,NA,X
Prunus serotina,0.047,Low,Conspecific,27.89,0.11,5.15,6.47,1,NA,NA
Quercus alba,0.032,Low,Heterospecific,27.52,4.44,19.11,21.89,0,NA,X
Prunus serotina,0.047,Low,Heterospecific,47.65,0.63,6.43,10.59,1,NA,NA
Quercus rubra,0.047,Low,Sterilized,10.34,2.48,26.38,11.04,1,NA,NA
Prunus serotina,0.047,Low,Conspecific,27.89,0.11,5.15,6.47,1,NA,NA
Prunus serotina,0.063,Low,Heterospecific,34.63,0.72,7.99,11.63,1,NA,NA
Acer saccharum,0.063,Low,Heterospecific,20.17,-0.7,14,11.94,1,NA,NA
Prunus serotina,0.047,Low,Heterospecific,47.65,0.63,6.43,10.59,1,NA,NA
Prunus serotina,0.047,Low,Heterospecific,32.44,0.25,5.75,8.67,1,NA,NA
Quercus rubra,0.032,Low,Conspecific,10.94,2.21,26,11.48,1,NA,NA
Prunus serotina,0.047,Low,Heterospecific,28.04,0.37,5.49,9.16,1,NA,NA
Acer saccharum,0.063,Low,Heterospecific,20.17,-0.7,14,11.94,1,NA,NA
Quercus alba,0.032,Low,Sterilized,8.76,2.32,18.87,18.64,1,NA,NA
Prunus serotina,0.063,Low,Heterospecific,34.63,0.72,7.99,11.63,1,NA,NA
Prunus serotina,0.063,Low,Heterospecific,25.81,0.6,4.94,7.85,1,NA,NA
Prunus serotina,0.063,Low,Conspecific,32.18,0.39,5.18,6.74,1,NA,NA
Prunus serotina,0.047,Low,Conspecific,27.89,0.11,5.15,6.47,1,NA,NA
Prunus serotina,0.047,Low,Heterospecific,32.44,0.25,5.75,8.67,1,NA,NA
Prunus serotina,0.06,Low,Conspecific,34.02,0.4,5.25,6.91,1,NA,NA
Acer saccharum,0.032,Low,Heterospecific,26.04,-0.85,9.34,9.71,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,24.28,0.59,4.83,7.49,1,NA,NA
Prunus serotina,0.032,Low,Heterospecific,22.48,0.33,5.24,7.37,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Prunus serotina,0.032,Low,Conspecific,28.26,0.1,5.15,6.47,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,21.36,0.68,6.47,10.46,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Prunus serotina,0.032,Low,Heterospecific,22.48,0.33,5.24,7.37,1,NA,NA
Quercus alba,0.06,Low,Heterospecific,15.17,4.74,23.67,16.12,0,NA,X
Prunus serotina,0.06,Low,Heterospecific,24.28,0.59,4.83,7.49,1,NA,NA
Quercus alba,0.06,Low,Heterospecific,20.14,4.74,18.34,22.05,0,NA,X
Quercus rubra,0.06,Low,Heterospecific,26.68,3.93,27.29,14.86,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,21.36,0.68,6.47,10.46,1,NA,NA
Acer saccharum,0.032,Low,Conspecific,19.41,-0.24,9.61,10.03,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,21.36,0.68,6.47,10.46,1,NA,NA
Prunus serotina,0.052,Low,Sterilized,15.38,0.31,5.18,7.67,1,NA,NA
Prunus serotina,0.052,Low,Heterospecific,22.02,0.21,4.8,5.44,1,NA,NA
Acer saccharum,0.087,Med,Heterospecific,13.4,-0.02,13.88,12.46,1,NA,NA
Prunus serotina,0.087,Med,Sterilized,8.73,0.06,7.69,11.93,1,NA,NA
Prunus serotina,0.052,Low,Heterospecific,22.02,0.21,4.8,5.44,1,NA,NA
Prunus serotina,0.032,Low,Sterilized,10.98,0,5,8.22,0,NA,X
Acer saccharum,0.052,Low,Heterospecific,10.62,-0.09,10.73,10.96,1,NA,NA
Quercus alba,0.052,Low,Heterospecific,30.81,4.58,19.18,21.96,1,NA,NA
Prunus serotina,0.052,Low,Heterospecific,22.02,0.21,4.8,5.44,1,NA,NA
Prunus serotina,0.086,Med,Heterospecific,17.26,0.28,10.99,13.42,1,NA,NA
Acer saccharum,0.093,Med,Heterospecific,15.56,0.12,14.44,12.69,1,NA,NA
Quercus alba,0.087,Med,Heterospecific,14.09,4.64,17.68,23.52,0,NA,X
Prunus serotina,0.086,Med,Sterilized,10,0.05,7.33,11.55,1,NA,NA
Prunus serotina,0.086,Med,Heterospecific,17.26,0.28,10.99,13.42,1,NA,NA
Quercus rubra,0.052,Low,Heterospecific,41.48,3.84,23.88,16.28,0,NA,X
Prunus serotina,0.086,Med,Sterilized,10,0.05,7.33,11.55,1,NA,NA
Acer saccharum,0.093,Med,Heterospecific,13.91,0.15,13.8,12.05,1,NA,NA
Acer saccharum,0.093,Med,Heterospecific,13.91,0.15,13.8,12.05,1,NA,NA
Prunus serotina,0.093,Med,Sterilized,9.59,-0.01,8,11.76,1,NA,NA
Prunus serotina,0.06,Low,Conspecific,34.02,0.4,5.25,6.91,1,NA,NA
Prunus serotina,0.053,Low,Heterospecific,51.83,0.69,5.84,9.74,1,NA,NA
Prunus serotina,0.053,Low,Heterospecific,45.33,0.54,5.03,6.85,1,NA,NA
Prunus serotina,0.053,Low,Heterospecific,51.83,0.69,5.84,9.74,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Acer saccharum,0.087,Med,Heterospecific,13.4,-0.02,13.88,12.46,1,NA,NA
Prunus serotina,0.053,Low,Heterospecific,29.53,0.75,5.97,10.02,1,NA,NA
Acer saccharum,0.087,Med,Heterospecific,14.91,0.31,13.94,12.3,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,21.36,0.68,6.47,10.46,1,NA,NA
Prunus serotina,0.087,Med,Heterospecific,16.18,0.35,10.85,13.69,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Prunus serotina,0.06,Low,Heterospecific,36.87,0.54,4.99,7.06,1,NA,NA
Prunus serotina,0.06,Low,Conspecific,34.02,0.4,5.25,6.91,1,NA,NA
Prunus serotina,0.059,Low,Heterospecific,38.48,0.56,5.03,7,1,NA,NA
Acer saccharum,0.087,Med,Sterilized,8.7,0.05,12.43,12.39,1,NA,NA
Prunus serotina,0.074,Low,Conspecific,34.77,0.46,5.11,7.11,1,NA,NA
Quercus rubra,0.087,Med,Heterospecific,17.67,3.64,20.43,18.51,1,NA,NA
Prunus serotina,0.074,Low,Heterospecific,27.64,0.64,7.05,11.39,1,NA,NA
Prunus serotina,0.074,Low,Heterospecific,27.64,0.64,7.05,11.39,1,NA,NA
Prunus serotina,0.059,Low,Heterospecific,53.5,0.56,5.4,6.47,1,NA,NA
Prunus serotina,0.074,Low,Heterospecific,27.64,0.64,7.05,11.39,1,NA,NA
Quercus rubra,0.052,Low,Heterospecific,13.36,3.43,26.46,13.79,0,NA,X
Quercus rubra,0.087,Med,Sterilized,4.4,3.41,24.66,14.85,1,NA,NA
Quercus alba,0.087,Med,Sterilized,5.29,3.3,18.95,20.18,0,NA,X
Prunus serotina,0.059,Low,Heterospecific,24.63,0.58,4.81,7.29,1,NA,NA
Quercus alba,0.052,Low,Sterilized,9.53,2.35,18.84,18.54,0,NA,X
Prunus serotina,0.059,Low,Heterospecific,53.5,0.56,5.4,6.47,1,NA,NA
Prunus serotina,0.059,Low,Conspecific,37.5,0.43,5.26,6.88,1,NA,NA
Prunus serotina,0.074,Low,Heterospecific,27.64,0.64,7.05,11.39,1,NA,NA
Prunus serotina,0.059,Low,Conspecific,37.5,0.43,5.26,6.88,1,NA,NA
Acer saccharum,0.103,Med,Heterospecific,22.16,-0.64,13.88,12.13,1,NA,NA
Quercus rubra,0.052,Low,Heterospecific,16.28,3.75,19.84,19.6,0,NA,X
Quercus rubra,0.052,Low,Heterospecific,41.48,3.84,23.88,16.28,0,NA,X
Prunus serotina,0.087,Med,Heterospecific,36.65,0.71,10.43,13.72,1,NA,NA
Prunus serotina,0.087,Med,Conspecific,22.46,0.38,10.27,14.03,1,NA,NA
Prunus serotina,0.11,Med,Heterospecific,39.74,0.72,9.52,11.98,1,NA,NA
Acer saccharum,0.086,Med,Heterospecific,21.35,-0.58,14.11,12.2,1,NA,NA
Acer saccharum,0.11,Med,Heterospecific,22.09,-0.47,13.95,12.14,1,NA,NA
Quercus alba,0.052,Low,Heterospecific,24.58,4.35,19.27,20.87,0,NA,X
Prunus serotina,0.11,Med,Conspecific,22.94,0.28,10.65,13.92,1,NA,NA
Prunus serotina,0.086,Med,Conspecific,22.89,0.19,10.49,13.72,1,NA,NA
Prunus serotina,0.11,Med,Conspecific,22.94,0.28,10.65,13.92,1,NA,NA
Prunus serotina,0.11,Med,Heterospecific,51.92,0.93,9.96,13.23,1,NA,NA
Quercus alba,0.052,Low,Heterospecific,17.37,3.67,18.96,20.66,0,NA,X
Prunus serotina,0.11,Med,Heterospecific,39.74,0.72,9.52,11.98,1,NA,NA
Prunus serotina,0.086,Med,Heterospecific,32.51,0.63,10.91,13.43,1,NA,NA
Prunus serotina,0.086,Med,Heterospecific,29.94,0.56,10.76,13.39,1,NA,NA
Quercus alba,0.087,Med,Heterospecific,21.02,5.31,20.46,19.21,0,NA,X
Quercus rubra,0.052,Low,Heterospecific,15.89,3.72,19.69,19.37,0,NA,X
Quercus alba,0.052,Low,Sterilized,9.53,2.35,18.84,18.54,0,NA,X
Quercus rubra,0.052,Low,Heterospecific,15.14,2.45,23.26,12.39,0,NA,X
Quercus rubra,0.077,Med,Conspecific,17.2,3.6,25.5,14.73,1,NA,NA
Prunus serotina,0.133,High,Conspecific,43.6,0.62,10.04,13.44,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,26.56,0.76,9.3,11.88,1,NA,NA
Quercus alba,0.093,Med,Heterospecific,22.57,5.07,18.94,22.35,1,NA,NA
Prunus serotina,0.133,High,Heterospecific,62.62,0.88,9.03,11.64,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,26.56,0.76,9.3,11.88,1,NA,NA
Prunus serotina,0.133,High,Heterospecific,62.62,0.88,9.03,11.64,1,NA,NA
Quercus alba,0.086,Med,Sterilized,5.33,3.22,18.69,20.69,0,NA,X
Prunus serotina,0.133,High,Conspecific,43.6,0.62,10.04,13.44,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,55.24,0.97,9.98,13.22,1,NA,NA
Acer saccharum,0.093,Med,Sterilized,8.49,0.06,11.63,11.92,1,NA,NA
Prunus serotina,0.111,Med,Heterospecific,28.35,0.59,10.92,13.79,1,NA,NA
Acer saccharum,0.077,Med,Sterilized,9.04,-0.01,10.62,11.92,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,55.24,0.97,9.98,13.22,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,26.56,0.76,9.3,11.88,1,NA,NA
Prunus serotina,0.133,High,Heterospecific,62.62,0.88,9.03,11.64,1,NA,NA
Quercus alba,0.093,Med,Heterospecific,22.57,5.07,18.94,22.35,0,NA,X
Acer saccharum,0.105,Med,Heterospecific,22.32,-0.56,13.96,12.12,1,NA,NA
Acer saccharum,0.105,Med,Heterospecific,22.32,-0.56,13.96,12.12,1,NA,NA
Prunus serotina,0.105,Med,Heterospecific,32.38,0.6,11.07,13.8,1,NA,NA
Quercus alba,0.086,Med,Heterospecific,18.23,4.96,18.6,22.13,0,NA,X
Prunus serotina,0.133,High,Heterospecific,58.56,1.06,8.69,11.99,1,NA,NA
Acer saccharum,0.095,Med,Heterospecific,21.46,-0.62,14.05,12.08,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,55.24,0.97,9.98,13.22,1,NA,NA
Quercus alba,0.093,Med,Heterospecific,19.96,5.29,20.57,19.03,0,NA,X
Quercus alba,0.093,Med,Heterospecific,12.72,4.65,17.62,23.87,0,NA,X
Acer saccharum,0.122,High,Heterospecific,24.15,-0.74,13.24,12.25,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,23.14,3.81,26.81,14.69,0,NA,X
Prunus serotina,0.122,High,Conspecific,42.4,0.61,10.19,13.54,1,NA,NA
Prunus serotina,0.095,Med,Heterospecific,29.76,0.69,10.54,13.76,1,NA,NA
Quercus alba,0.086,Med,Heterospecific,14.03,4.63,17.65,23.59,0,NA,X
Acer saccharum,0.086,Med,Sterilized,9.09,0.06,12.41,12.37,1,NA,NA
Prunus serotina,0.095,Med,Heterospecific,35.85,0.72,10.52,14.1,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,54.2,0.88,9.1,11.71,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,54.2,0.88,9.1,11.71,1,NA,NA
Prunus serotina,0.095,Med,Heterospecific,35.15,0.59,9.59,11.92,1,NA,NA
Prunus serotina,0.095,Med,Conspecific,23.45,0.32,10.23,13.9,1,NA,NA
Prunus serotina,0.095,Med,Heterospecific,35.08,0.67,10.58,13.73,1,NA,NA
Prunus serotina,0.095,Med,Heterospecific,29.76,0.69,10.54,13.76,1,NA,NA
Quercus rubra,0.086,Med,Sterilized,6.48,3.46,24.52,15.13,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,19.61,3.53,26.99,14.36,0,NA,X
Prunus serotina,0.095,Med,Conspecific,23.45,0.32,10.23,13.9,1,NA,NA
Quercus rubra,0.093,Med,Sterilized,9.44,3.54,24.1,15.84,0,NA,X
Acer saccharum,0.095,Med,Heterospecific,21.46,-0.62,14.05,12.08,1,NA,NA
Prunus serotina,0.118,Med,Heterospecific,49.57,1.03,7.91,11.72,1,NA,NA
Acer saccharum,0.111,Med,Heterospecific,22.01,-0.47,13.82,12.14,1,NA,NA
Quercus alba,0.086,Med,Heterospecific,22.6,5.09,19.03,22.53,1,NA,NA
Prunus serotina,0.118,Med,Heterospecific,29.92,0.79,9.26,11.86,1,NA,NA
Acer saccharum,0.118,Med,Heterospecific,25.33,-0.75,12.88,12.14,1,NA,NA
Acer saccharum,0.111,Med,Heterospecific,14.56,0.25,13.46,12.21,1,NA,NA
Quercus alba,0.093,Med,Heterospecific,12.72,4.65,17.62,23.87,0,NA,X
Acer saccharum,0.093,Med,Sterilized,8.49,0.06,11.63,11.92,1,NA,NA
Prunus serotina,0.118,Med,Heterospecific,52.36,1.01,9.9,12.77,1,NA,NA
Prunus serotina,0.111,Med,Heterospecific,51.76,0.89,10.33,13.88,1,NA,NA
Prunus serotina,0.118,Med,Heterospecific,51.93,0.87,8.68,11.76,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,22.35,3.33,25.06,15,0,NA,X
Prunus serotina,0.118,Med,Heterospecific,52.36,1.01,9.9,12.77,1,NA,NA
Quercus rubra,0.093,Med,Heterospecific,23.11,3.37,25.25,14.86,1,NA,NA
Prunus serotina,0.118,Med,Heterospecific,52.36,1.01,9.9,12.77,1,NA,NA
Prunus serotina,0.141,High,Heterospecific,58.66,1.09,10.27,13.86,1,NA,NA
Acer saccharum,0.141,High,Heterospecific,21.71,-0.46,13.55,12.56,1,NA,NA
Quercus rubra,0.093,Med,Heterospecific,25.35,3.84,26.7,14.82,1,NA,NA
Acer saccharum,0.141,High,Heterospecific,21.71,-0.46,13.55,12.56,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,18.65,3.71,19.82,19.29,0,NA,X
Quercus alba,0.086,Med,Sterilized,5.33,3.22,18.69,20.69,1,NA,NA
Prunus serotina,0.14,High,Heterospecific,58.23,1.08,10.26,13.73,1,NA,NA
Prunus serotina,0.141,High,Heterospecific,53.49,1.17,8.95,12.25,1,NA,NA
Prunus serotina,0.141,High,Conspecific,51.76,0.89,9.82,12.83,1,NA,NA
Prunus serotina,0.141,High,Heterospecific,60.46,1,9.04,11.82,1,NA,NA
Prunus serotina,0.141,High,Heterospecific,58.66,1.09,10.27,13.86,1,NA,NA
Prunus serotina,0.14,High,Heterospecific,54.1,1.08,8.89,12.12,1,NA,NA
Prunus serotina,0.161,High,Heterospecific,46.98,1.19,9.07,12.31,1,NA,NA
Quercus rubra,0.086,Med,Conspecific,15.82,3.64,26.03,14.79,1,NA,NA
Prunus serotina,0.138,High,Heterospecific,54.92,1.04,9.02,12.11,1,NA,NA
Acer saccharum,0.161,High,Heterospecific,20.01,-0.46,13.61,12.42,1,NA,NA
Quercus alba,0.093,Med,Conspecific,17.47,4.93,24.09,16.14,0,NA,X
Prunus serotina,0.161,High,Conspecific,43.09,0.77,9.83,12.82,1,NA,NA
Prunus serotina,0.161,High,Heterospecific,55.85,0.91,10.25,13.27,1,NA,NA
Acer saccharum,0.086,Med,Heterospecific,11.81,-0.03,14.03,12.43,1,NA,NA
Acer saccharum,0.138,High,Heterospecific,20.7,-0.66,13.45,12.59,1,NA,NA
Prunus serotina,0.108,Med,Heterospecific,30.53,0.68,10.51,13.74,1,NA,NA
Quercus alba,0.06,Low,Heterospecific,13.12,4.37,18.71,23.35,0,NA,X
Acer saccharum,0.108,Med,Heterospecific,13.18,0.22,13.9,12.21,1,NA,NA
Quercus alba,0.06,Low,Heterospecific,20.14,4.74,18.34,22.05,1,NA,NA
Acer saccharum,0.108,Med,Heterospecific,13.18,0.22,13.9,12.21,1,NA,NA
Prunus serotina,0.106,Med,Heterospecific,41.17,0.82,8.94,12.04,1,NA,NA
Prunus serotina,0.108,Med,Heterospecific,30.53,0.68,10.51,13.74,1,NA,NA
Acer saccharum,0.053,Low,Sterilized,6.31,-0.35,9.03,9.43,1,NA,NA
Prunus serotina,0.108,Med,Sterilized,19.06,0.09,10.54,14.53,1,NA,NA
Acer saccharum,0.107,Med,Heterospecific,15.93,-0.08,13.11,12.06,1,NA,NA
Prunus serotina,0.108,Med,Heterospecific,35.33,0.31,10.98,13.75,1,NA,NA
Acer saccharum,0.108,Med,Heterospecific,16.6,-0.05,13.1,12.05,1,NA,NA
Prunus serotina,0.108,Med,Sterilized,19.06,0.09,10.54,14.53,1,NA,NA
Acer saccharum,0.107,Med,Heterospecific,12.43,0.1,13.81,12.53,1,NA,NA
Quercus alba,0.053,Low,Heterospecific,31.15,4.57,19.15,22.32,1,NA,NA
Acer saccharum,0.108,Med,Heterospecific,12.86,0.04,13.95,12.5,1,NA,NA
Quercus alba,0.06,Low,Conspecific,23.75,4.66,19.15,22.08,0,NA,X
Prunus serotina,0.108,Med,Heterospecific,40.18,0.9,8.84,11.95,1,NA,NA
Acer saccharum,0.108,Med,Heterospecific,14.16,-0.05,13.3,12.16,1,NA,NA
Acer saccharum,0.108,Med,Heterospecific,16.6,-0.05,13.1,12.05,1,NA,NA
Prunus serotina,0.107,Med,Heterospecific,35.76,0.31,10.96,13.89,1,NA,NA
Quercus alba,0.06,Low,Heterospecific,18.12,3.68,19.32,19.58,0,NA,X
Acer saccharum,0.106,Med,Heterospecific,11.97,-0.03,13.61,12.52,1,NA,NA
Prunus serotina,0.108,Med,Heterospecific,35.33,0.31,10.98,13.75,1,NA,NA
Quercus alba,0.06,Low,Heterospecific,20.14,4.74,18.34,22.05,0,NA,X
Acer saccharum,0.108,Med,Heterospecific,13.18,0.22,13.9,12.21,1,NA,NA
Prunus serotina,0.106,Med,Heterospecific,41.17,0.82,8.94,12.04,1,NA,NA
Acer saccharum,0.108,Med,Heterospecific,12.86,0.04,13.95,12.5,1,NA,NA
Prunus serotina,0.107,Med,Sterilized,18.62,0.12,10.54,14.6,1,NA,NA
Quercus rubra,0.06,Low,Heterospecific,15.49,3.8,20.73,18.53,0,NA,X
Acer saccharum,0.106,Med,Heterospecific,14.07,0.28,13.49,12.21,1,NA,NA
Prunus serotina,0.106,Med,Sterilized,17.5,-0.05,8.94,11.85,1,NA,NA
Prunus serotina,0.106,Med,Heterospecific,29.33,0.64,10.51,13.99,1,NA,NA
Acer saccharum,0.107,Med,Heterospecific,15.03,0.33,13.68,12.26,1,NA,NA
Quercus rubra,0.06,Low,Conspecific,16.59,2.37,25.82,11.39,1,NA,NA
Prunus serotina,0.1,Med,Sterilized,10.12,0.07,7.84,11.8,1,NA,NA
Acer saccharum,0.1,Med,Conspecific,18.5,0.49,13.05,12.3,1,NA,NA
Prunus serotina,0.1,Med,Sterilized,10.12,0.07,7.84,11.8,1,NA,NA
Prunus serotina,0.053,Low,Heterospecific,18.23,0.23,4.84,6.51,1,NA,NA
Prunus serotina,0.107,Med,Heterospecific,30.83,0.67,10.36,13.68,1,NA,NA
Acer saccharum,0.107,Med,Conspecific,22.47,0.4,13.73,12.3,1,NA,NA
Prunus serotina,0.1,Med,Heterospecific,19.17,0.34,9.62,12.04,1,NA,NA
Acer saccharum,0.107,Med,Conspecific,22.47,0.4,13.73,12.3,1,NA,NA
